dateandtime,vehid,coord,gps_coord,spd,edge,lane,displacement,turn_angle,next_tls
2023-03-02 06:44:36.689,15,"[1144.123799386746, 1436.912367115584]","[114.31487521062283, 30.509446699200016]",42.11,268005507#0,268005507#0_0,959.82,91.82,()
2023-03-02 06:44:36.690,16,"[1573.629640117792, 1713.687879963585]","[114.31927808539633, 30.512033656152248]",86.24,231793627#4,231793627#4_0,1246.67,89.36,()
2023-03-02 06:44:36.691,17,"[2423.0414376078797, 874.0401637940809]","[114.32832825222035, 30.50464673412692]",92.18,236668173#2,236668173#2_0,1095.91,290.3,()
2023-03-02 06:44:36.693,18,"[1113.452554022801, 1132.1345553990222]","[114.31463145759506, 30.506692859992494]",24.94,:2401208955_18,:2401208955_18_0,722.33,220.69,()
2023-03-02 06:44:36.695,19,"[3004.832807347086, 1243.1504177528748]","[114.33429394626364, 30.508098015951344]",23.54,-268000578#0,-268000578#0_0,1060.78,34.77,()
2023-03-02 06:44:36.695,2,"[2204.289530288722, 1928.0369693083521]","[114.3257908511478, 30.514100782858144]",26.97,279360273#3,279360273#3_0,1762.16,13.35,()
2023-03-02 06:44:36.696,20,"[2053.8503269573994, 1950.3025296225467]","[114.32421911961863, 30.51426931533705]",48.08,279360278#1,279360278#1_0,725.64,216.83,"(('838310065', 0, 1953.57764248562, 'r'),)"
2023-03-02 06:44:36.697,21,"[547.3540058970716, 1790.1597940471863]","[114.30857480582708, 30.512502615261354]",99.11,-231793625#1,-231793625#1_0,990.67,4.34,()
2023-03-02 06:44:36.698,22,"[1628.9153951912183, 1354.7955672096418]","[114.31994244969465, 30.50881044653226]",95.77,:2733773962_1,:2733773962_1_0,779.2,180.64,()
2023-03-02 06:44:36.699,23,"[1097.971449517396, 1543.634986143517]","[114.31436828419992, 30.51039878649245]",84.88,-70203362#12,-70203362#12_0,1131.85,178.05,()
2023-03-02 06:44:36.700,24,"[499.37955569700796, 806.5107800367803]","[114.30831976589457, 30.503625763010234]",78.0,457336152#2,457336152#2_0,529.63,4.63,()
2023-03-02 06:44:36.701,25,"[2757.1819798313823, 793.1428659044711]","[114.33182660881123, 30.50398881581081]",40.66,-268000578#3,-268000578#3_0,664.29,15.75,()
2023-03-02 06:44:36.703,26,"[1627.1333843865687, 1215.7565511316848]","[114.319958295092, 30.507556766668383]",90.93,-161503499#2,-161503499#2_0,534.51,180.74,()
2023-03-02 06:44:36.703,28,"[1449.4362546650134, 1362.5585692923867]","[114.3180720711445, 30.508841962361995]",54.85,268005518#2,268005518#2_0,446.54,270.1,()
2023-03-02 06:44:36.704,29,"[177.98774845098472, 767.2739979636998]","[114.30498390715485, 30.50320291030405]",72.81,-231808132#1,-231808132#1_0,551.63,6.47,()
2023-03-02 06:44:36.705,3,"[1421.337102138995, 2088.7650553780572]","[114.31759971121824, 30.51538195024093]",107.86,231793626#2,231793626#2_0,1754.31,274.54,()
2023-03-02 06:44:36.706,30,"[2132.5764776319365, 2070.5231671682513]","[114.32500905027815, 30.515369825210406]",92.71,134626495,134626495_0,597.3,247.23,()
2023-03-02 06:44:36.707,31,"[1339.9418609929894, 2112.364793471677]","[114.31674644820626, 30.51557722044248]",41.52,161503546,161503546_0,302.36,181.15,()
2023-03-02 06:44:36.707,32,"[2834.7187588225993, 2500.5344847345086]","[114.33221328437756, 30.519395928986167]",26.49,97049435#1,97049435#1_0,186.02,232.68,()
2023-03-02 06:44:36.708,33,"[1695.9188542352342, 1113.8115564036525]","[114.32069958594856, 30.506652565457646]",63.85,267612556#2,267612556#2_1,243.17,276.95,()
2023-03-02 06:44:36.709,34,"[526.045638391053, 1426.370826509136]","[114.30844336476889, 30.509218868273603]",32.76,236669232#4,236669232#4_1,168.13,183.16,()
2023-03-02 06:44:36.710,35,"[2490.192006072215, 2051.355819621946]","[114.3287369887097, 30.515273471779146]",23.38,840813157,840813157_0,126.15,186.49,()
2023-03-02 06:44:36.711,37,"[77.17045677919003, 1186.1362702313872]","[114.30383019750924, 30.506956770847836]",67.17,231808162#1,231808162#1_0,125.12,277.76,()
2023-03-02 06:44:36.711,38,"[1666.089842821957, 1824.5846976512623]","[114.32021323267111, 30.513053089220342]",54.45,-231793617#1,-231793617#1_0,70.89,196.89,()
2023-03-02 06:44:36.712,39,"[1461.503564332381, 1479.258415693306]","[114.3181688063933, 30.50989648013828]",29.33,-268013267,-268013267_0,23.16,271.98,()
2023-03-02 06:44:36.713,4,"[1080.4139934968175, 2091.8805540487297]","[114.31404955047103, 30.515336877499934]",98.69,:1734799520_5,:1734799520_5_0,2338.48,357.89,"(('838310065', 0, 826.0494459512704, 'r'),)"
2023-03-02 06:44:36.714,40,"[993.9485559299022, 2248.519428380059]","[114.313110489553, 30.51673024199994]",13.1,231791581#2,231791581#2_0,5.11,77.91,()
2023-03-02 06:44:36.715,5,"[2649.97014673239, 2363.0786713058224]","[114.33032363061164, 30.518117472755907]",22.08,:1144975763_11,:1144975763_11_0,1496.38,322.58,()
2023-03-02 06:44:36.716,7,"[587.1473353370325, 2085.292150597777]","[114.30891575551634, 30.515171473511657]",29.2,161503509#0,161503509#0_0,1626.92,103.69,()
2023-03-02 06:44:36.717,9,"[2486.250164829313, 1577.1165455493858]","[114.32881290919057, 30.510997808063824]",85.34,779834474,779834474_0,1680.08,103.69,()
2023-03-02 06:44:36.720,10,"[2257.2510406262245, 1628.6049515276422]","[114.32641614920958, 30.511413010155373]",51.1,725894817#2,725894817#2_1,1589.15,104.01,()
2023-03-02 06:44:36.721,11,"[2063.656099196883, 2040.4770592522707]","[114.32429893043324, 30.515084248388316]",81.64,134626495,134626495_0,1263.74,246.32,()
2023-03-02 06:44:36.722,12,"[2862.8316579675275, 2509.8949457846634]","[114.33250368110392, 30.519486301015228]",27.9,-97049435#1,-97049435#1_0,1268.36,52.68,()
2023-03-02 06:44:36.723,14,"[2706.0229544022072, 2300.0595470577364]","[114.33092275876061, 30.517561376537564]",36.4,231521461#3,231521461#3_2,766.12,318.59,()
2023-03-02 06:44:36.723,15,"[1155.9293153969008, 1436.537960264915]","[114.31499820444421, 30.509445857949135]",42.52,268005507#0,268005507#0_0,971.63,91.82,()
2023-03-02 06:44:36.723,16,"[1597.8646909859667, 1713.9583859550391]","[114.31953032443849, 30.51204128744239]",87.25,231793627#4,231793627#4_0,1270.91,89.36,()
2023-03-02 06:44:36.724,17,"[2399.4454286070054, 882.7697544758272]","[114.3280804632156, 30.50472038491785]",90.57,236668173#2,236668173#2_0,1121.07,290.3,()
2023-03-02 06:44:36.725,18,"[1112.201304690397, 1125.1794885898216]","[114.31462015579355, 30.506629898711157]",25.74,:2401208955_18,:2401208955_18_0,729.48,184.67,()
2023-03-02 06:44:36.726,19,"[3009.472296944818, 1249.832391814947]","[114.33434060147276, 30.508159236478868]",29.26,-268000578#0,-268000578#0_0,1068.91,34.77,()
2023-03-02 06:44:36.727,2,"[2206.509139803066, 1934.2022564548133]","[114.32581243738737, 30.51415683149277]",23.92,:2478523745_3,:2478523745_3_0,1768.8,21.95,()
2023-03-02 06:44:36.728,20,"[2046.0680326570296, 1939.6911113466178]","[114.3241407193175, 30.514171999050408]",47.37,279360278#1,279360278#1_0,738.8,216.26,"(('838310065', 0, 1940.4185767726872, 'r'),)"
2023-03-02 06:44:36.728,21,"[549.473621137228, 1818.1181791526403]","[114.30858992546786, 30.512755085729445]",100.94,-231793625#1,-231793625#1_0,1018.71,4.34,()
2023-03-02 06:44:36.729,22,"[1628.5814532298768, 1328.5890592135968]","[114.31994545657841, 30.508574149469393]",94.35,-161503499#2,-161503499#2_0,805.41,180.74,()
2023-03-02 06:44:36.731,23,"[1098.7936333732682, 1519.469577246314]","[114.31438283479473, 30.510181136978932]",87.02,-70203362#11,-70203362#11_0,1156.02,178.06,()
2023-03-02 06:44:36.731,24,"[501.1478877608076, 828.3500884744898]","[114.30833274862113, 30.503823001241873]",78.99,457336152#2,457336152#2_0,551.57,4.63,()
2023-03-02 06:44:36.732,25,"[2761.0401418527363, 805.2257815255895]","[114.33186379700327, 30.504098555058345]",45.69,-268000578#3,-268000578#3_0,676.99,17.71,()
2023-03-02 06:44:36.733,26,"[1626.8208512467947, 1191.404188202006]","[114.31996106585139, 30.50733718741787]",87.67,-161503499#2,-161503499#2_0,558.86,180.74,()
2023-03-02 06:44:36.733,28,"[1434.5888621125173, 1362.5860863026774]","[114.31791749650574, 30.508839027612268]",53.45,268005518#2,268005518#2_0,461.39,270.11,()
2023-03-02 06:44:36.734,29,"[180.2534868885844, 787.2666663389979]","[114.3050025202955, 30.503383610172925]",72.43,-231808132#1,-231808132#1_0,571.75,6.47,()
2023-03-02 06:44:36.735,3,"[1392.6247540993618, 2091.042852333493]","[114.31730021907222, 30.51539632483445]",103.7,231793626#2,231793626#2_0,1783.11,274.54,()
2023-03-02 06:44:36.736,30,"[2109.55150569447, 2060.601494954196]","[114.32477178372443, 30.515275466912385]",90.26,134626495,134626495_0,622.37,246.32,()
2023-03-02 06:44:36.737,31,"[1339.7878453649269, 2104.6694963045634]","[114.316746751298, 30.515507822231587]",27.71,161503546,161503546_0,310.06,181.15,()
2023-03-02 06:44:36.738,32,"[2828.8534706903934, 2496.0626646670826]","[114.33215331860605, 30.519354368586907]",26.55,97049435#1,97049435#1_0,193.39,232.68,()
2023-03-02 06:44:36.739,33,"[1676.9590282169565, 1116.1222132075811]","[114.320501638419, 30.50666933359158]",68.72,267612556#2,267612556#2_1,262.26,276.95,()
2023-03-02 06:44:36.739,34,"[525.4116096736067, 1414.8745172535896]","[114.30843962066749, 30.509115105100307]",41.45,236669232#4,236669232#4_1,179.64,183.16,()
2023-03-02 06:44:36.740,35,"[2489.2553758325316, 2045.3303882630644]","[114.32872872342193, 30.515218958172653]",21.99,:2478523768_0,:2478523768_0_0,132.26,189.36,()
2023-03-02 06:44:36.741,37,"[63.15588917745788, 1188.0450709132529]","[114.30368382921898, 30.50697095652987]",50.97,231808162#1,231808162#1_0,139.28,277.76,()
2023-03-02 06:44:36.742,38,"[1661.0755738971977, 1808.0957947830757]","[114.32016510924198, 30.512903384131384]",62.03,-231793617#0,-231793617#0_0,88.12,196.92,()
2023-03-02 06:44:36.742,39,"[1450.8856571808324, 1479.6262046458446]","[114.31805817709152, 30.509897519286476]",38.25,-268013267,-268013267_0,33.79,271.98,()
2023-03-02 06:44:36.744,4,"[1077.9994809289267, 2120.3023612729216]","[114.31401736390306, 30.515592551776226]",103.01,231793622#0,231793622#0_0,2367.09,347.25,"(('838310065', 0, 797.4359747255022, 'r'),)"
2023-03-02 06:44:36.744,40,"[999.2036560438852, 2249.645007533122]","[114.31316492237879, 30.51674151672412]",19.35,231791581#2,231791581#2_0,10.49,77.91,()
2023-03-02 06:44:36.745,41,"[1357.0966506629907, 2274.4623242817675]","[114.31688488939984, 30.51704204237793]",0.0,231791596#1,231791596#1_0,0.0,91.21,()
2023-03-02 06:44:36.746,5,"[2646.1011132078015, 2367.349020446907]","[114.33028229526869, 30.518155140149513]",20.81,231521461#4,231521461#4_2,1502.17,317.63,()
2023-03-02 06:44:36.747,7,"[596.347545974206, 2083.0507395077007]","[114.30901209613242, 30.51515324885296]",34.09,161503509#0,161503509#0_0,1636.39,103.69,()
2023-03-02 06:44:36.748,9,"[2508.4725369906646, 1571.7047224120454]","[114.32904559539047, 30.510953770163855]",82.34,779834474,779834474_0,1702.95,103.69,()
2023-03-02 06:44:36.750,10,"[2270.7316486588147, 1625.2415190540405]","[114.32655732302167, 30.51138557288514]",49.97,725894817#2,725894817#2_1,1603.03,104.01,()
2023-03-02 06:44:36.751,11,"[2041.1616322126088, 2039.4394320294036]","[114.32406499345791, 30.515070083356196]",81.45,134626495,134626495_0,1286.36,276.59,()
2023-03-02 06:44:36.751,12,"[2869.700331610338, 2515.131131550187]","[114.33257390577067, 30.519534965311838]",31.09,-97049435#1,-97049435#1_0,1277.0,52.68,()
2023-03-02 06:44:36.752,14,"[2699.108123852134, 2307.9000249820483]","[114.33084883268148, 30.517630575590697]",37.63,231521461#3,231521461#3_2,776.58,318.59,()
2023-03-02 06:44:36.753,15,"[1168.4979237141374, 1436.1393522707112]","[114.31512914842476, 30.509444962193058]",45.27,268005507#0,268005507#0_0,984.21,91.82,()
2023-03-02 06:44:36.754,16,"[1621.1828269241396, 1714.2186575556696]","[114.31977302027991, 30.51204862954906]",83.95,231793627#4,231793627#4_0,1294.23,89.36,()
2023-03-02 06:44:36.754,17,"[2375.6380885644403, 891.5775292899937]","[114.32783045461231, 30.504794694840086]",91.39,236668173#2,236668173#2_0,1146.45,290.3,()
2023-03-02 06:44:36.755,18,"[1112.3565136744824, 1118.329844547475]","[114.31462346933557, 30.50656818956367]",24.67,-70203362#7,-70203362#7_0,736.33,178.35,()
2023-03-02 06:44:36.755,19,"[3012.7844017834163, 1260.2146712739789]","[114.33437252749106, 30.508253529145872]",37.61,-268000578#0,-268000578#0_1,1079.35,34.76,()
2023-03-02 06:44:36.756,2,"[2212.910096589083, 1936.2545552153701]","[114.32587857147573, 30.51417669934642]",25.07,-240079271#0,-240079271#0_0,1775.77,79.74,()
2023-03-02 06:44:36.757,20,"[2037.9345614174044, 1928.206687135933]","[114.32405887874226, 30.514066738304646]",50.71,279360278#1,279360278#1_0,752.89,213.58,"(('838310065', 0, 1926.3322344706621, 'r'),)"
2023-03-02 06:44:36.758,21,"[551.5661097734189, 1845.7187559040583]","[114.30860485163507, 30.51300432510241]",99.64,-231793625#1,-231793625#1_0,1046.39,4.34,()
2023-03-02 06:44:36.758,22,"[1628.2433955591766, 1302.2478427460908]","[114.31994845388179, 30.50833663725375]",94.83,-161503499#2,-161503499#2_0,831.75,180.74,()
2023-03-02 06:44:36.759,23,"[1099.5876530981698, 1496.05830574505]","[114.3143969051174, 30.509970279171807]",84.34,-70203362#11,-70203362#11_0,1179.45,178.06,()
2023-03-02 06:44:36.760,24,"[502.98621900047596, 851.0539028630211]","[114.30834624528919, 30.504028047117483]",82.12,457336152#2,457336152#2_0,574.38,4.63,()
2023-03-02 06:44:36.761,25,"[2765.6204620485755, 819.570337855188]","[114.33190794605675, 30.504228834930526]",54.24,-268000578#3,-268000578#3_0,692.05,17.71,()
2023-03-02 06:44:36.762,26,"[1626.5535652515093, 1170.5774510184767]","[114.31996343543172, 30.50714939785933]",74.98,-161503499#2,-161503499#2_0,579.69,180.74,()
2023-03-02 06:44:36.762,28,"[1419.6739698872736, 1362.6137284116464]","[114.31776221915904, 30.508836079336163]",53.69,268005518#2,268005518#2_0,476.31,270.11,()
2023-03-02 06:44:36.764,29,"[182.45921460682757, 806.6291827872634]","[114.30502066551328, 30.503558616988492]",70.15,:1195044782_9,:1195044782_9_0,591.24,6.57,()
2023-03-02 06:44:36.765,3,"[1363.6598012360114, 2093.3406888376835]","[114.31699809202702, 30.515410825188592]",104.61,231793626#2,231793626#2_0,1812.17,274.54,()
2023-03-02 06:44:36.766,30,"[2086.269174779214, 2050.392547975599]","[114.32453190921665, 30.515178463659986]",91.52,134626495,134626495_0,647.8,246.32,()
2023-03-02 06:44:36.767,31,"[1339.7238778337708, 2101.4733975223435]","[114.31674687718025, 30.515478998973165]",11.51,161503546,161503546_0,313.26,181.15,()
2023-03-02 06:44:36.769,32,"[2824.652396176439, 2488.837640540882]","[114.33211135845889, 30.519288345554283]",27.8,97049435#1,97049435#1_1,201.11,232.68,()
2023-03-02 06:44:36.770,33,"[1656.3324407397397, 1118.636000235485]","[114.32028628923878, 30.50668757546837]",74.77,267612556#2,267612556#2_1,283.02,276.95,()
2023-03-02 06:44:36.771,34,"[524.6916987954487, 1401.8209790399417]","[114.30843536940903, 30.508997286717648]",47.07,236669232#4,236669232#4_1,192.72,183.16,()
2023-03-02 06:44:36.771,35,"[2484.2443514156907, 2042.12513943976]","[114.32867734319773, 30.51518899576138]",23.46,:2478523768_0,:2478523768_0_0,138.78,246.56,()
2023-03-02 06:44:36.772,37,"[52.73189145114296, 1189.4648317316528]","[114.3035749608588, 30.506981507693617]",37.91,231808162#1,231808162#1_0,149.81,277.76,()
2023-03-02 06:44:36.773,38,"[1656.2554527054563, 1789.9064864048064]","[114.32011942790345, 30.51273839316881]",67.77,-231793617#0,-231793617#0_0,106.94,193.36,()
2023-03-02 06:44:36.774,39,"[1438.0022641410583, 1480.0724667541501]","[114.31792394341598, 30.509898780025672]",46.41,-268013267,-268013267_0,46.68,271.98,()
2023-03-02 06:44:36.775,4,"[1071.5670342567214, 2147.9594255090205]","[114.31394353547854, 30.515840469888722]",102.25,231793622#0,231793622#0_0,2395.5,345.28,"(('838310065', 0, 769.0331927476226, 'r'),)"
2023-03-02 06:44:36.776,40,"[1006.6616656173763, 2251.2424233610213]","[114.31324217317442, 30.516757517713643]",27.46,231791581#2,231791581#2_0,18.11,77.91,()
2023-03-02 06:44:36.776,41,"[1357.7002430589134, 2275.299083859975]","[114.31689096626651, 30.51704971437712]",5.16,231791596#1,231791596#1_0,1.43,79.65,()
2023-03-02 06:44:36.777,5,"[2640.5561413339565, 2373.252257757535]","[114.33022310822724, 30.518207168762366]",29.32,231521461#4,231521461#4_2,1510.31,316.79,()
2023-03-02 06:44:36.778,7,"[607.530932496863, 2083.0235905505524]","[114.3091285334742, 30.515155409900135]",40.3,161503509#0,161503509#0_0,1647.58,89.66,()
2023-03-02 06:44:36.779,9,"[2531.394123579623, 1566.1226193068505]","[114.32928560274333, 30.51090834618691]",84.93,779834474,779834474_0,1726.54,103.69,()
2023-03-02 06:44:36.782,10,"[2284.630112770538, 1621.7738308449075]","[114.3267028727029, 30.511357284981187]",51.52,725894817#2,725894817#2_1,1617.34,104.01,()
2023-03-02 06:44:36.783,11,"[2019.7206850821572, 2041.9161687552653]","[114.32384115654047, 30.515087821852518]",77.7,134626495,134626495_0,1307.95,276.59,()
2023-03-02 06:44:36.784,12,"[2876.5668595869897, 2520.365681613219]","[114.33264410857147, 30.519583614372404]",31.08,-97049435#1,-97049435#1_0,1285.63,52.68,()
2023-03-02 06:44:36.785,14,"[2692.430281576412, 2315.4717904166023]","[114.33077744013107, 30.51769740297545]",36.34,231521461#3,231521461#3_2,786.67,318.59,()
2023-03-02 06:44:36.786,15,"[1180.5371135384428, 1435.757534555768]","[114.31525457675329, 30.50944410404457]",43.36,268005507#0,268005507#0_0,996.26,91.82,()
2023-03-02 06:44:36.787,16,"[1645.3140787781397, 1714.6345951636913]","[114.3200241428623, 30.512057548568404]",86.9,:1734799743_13,:1734799743_13_0,1318.37,88.68,()
2023-03-02 06:44:36.787,17,"[2352.2720305663115, 900.2220471896966]","[114.32758507971728, 30.50486762689765]",89.69,236668173#2,236668173#2_0,1171.37,290.3,()
2023-03-02 06:44:36.788,18,"[1112.6191743613228, 1109.2322334850924]","[114.31462845864941, 30.506486240377924]",32.76,-70203362#7,-70203362#7_0,745.43,178.35,()
2023-03-02 06:44:36.789,19,"[3019.6735165775726, 1270.140947307951]","[114.33444180431142, 30.508344473430007]",43.54,-268000578#0,-268000578#0_1,1091.45,34.76,()
2023-03-02 06:44:36.790,2,"[2221.822524705475, 1939.0504928607713]","[114.32597066910861, 30.514203807221634]",33.89,-240079271#0,-240079271#0_0,1785.18,67.83,()
2023-03-02 06:44:36.791,20,"[2031.332955850783, 1916.0905041517221]","[114.32399314273296, 30.51395611052456]",49.67,279360278#1,279360278#1_0,766.69,208.58,"(('838310065', 0, 1912.5345075545451, 'r'),)"
2023-03-02 06:44:36.792,21,"[553.425413510198, 1870.2435512141008]","[114.30861811446626, 30.51322578947722]",88.54,-231793625#1,-231793625#1_0,1070.98,4.34,()
2023-03-02 06:44:36.792,22,"[1627.90866877028, 1276.1661662512518]","[114.31995142159322, 30.50810146523716]",93.9,-161503499#2,-161503499#2_0,857.84,180.74,()
2023-03-02 06:44:36.793,23,"[1100.3927623638347, 1472.3200647221304]","[114.31441117185192, 30.509756476443716]",85.51,-70203362#11,-70203362#11_0,1203.2,178.06,()
2023-03-02 06:44:36.794,24,"[504.7702224505364, 873.0867565319695]","[114.3083593431148, 30.504227033314866]",79.69,457336152#2,457336152#2_0,596.52,4.63,()
2023-03-02 06:44:36.795,25,"[2770.7659574247305, 835.6848986524849]","[114.33195754287887, 30.50437519029323]",60.93,-268000578#3,-268000578#3_0,708.98,17.71,()
2023-03-02 06:44:36.796,26,"[1626.3440287158778, 1154.2505112052643]","[114.31996529301722, 30.507002181861374]",58.78,-161503499#2,-161503499#2_0,596.02,180.74,()
2023-03-02 06:44:36.797,28,"[1405.9168024194005, 1367.2638827618277]","[114.3176178496644, 30.508875046344773]",53.1,268005518#2,268005518#2_0,491.06,294.12,()
